,name,review,rating,review1
407,Baby Trend Diaper Champ,love it because it uses the bags from the grocery store.  way cheaper than others.  have to change regulary (2 times per week) when the baby gets on solids though.,4,love it becaus it use the bag from the groceri store. way cheaper than others. have to chang regulari (2 time per week) when the babi get on solid though.
408,Baby Trend Diaper Champ,"I registered for the Diaper Champ after reading many reviews for several different diaper pails.  This is by far the easiest product to use.  There are no complicated bag systems and no special replacement bags.  I have not had the problem of having any oppressive odors leak out into the room.  The only odor was inside the actual diaper pail itself.  There is no such thing as a completely odorless plastic diaper pail since plastic absorbs odors, but just drop a couple of dryer sheets (Bounce or something similar) into the bottom of the diaper champ (not in the bag) and the odor disappears.  This product is easy to use and the bags aren\'t hard to change.  I would recommend this to anyone.",5,"i regist for the diaper champ after read mani review for sever differ diaper pails. thi is by far the easiest product to use. there are no complic bag system and no special replac bags. i have not had the problem of have ani oppress odor leak out into the room. the onli odor wa insid the actual diaper pail itself. there is no such thing as a complet odorless plastic diaper pail sinc plastic absorb odors, but just drop a coupl of dryer sheet (bounc or someth similar) into the bottom of the diaper champ (not in the bag) and the odor disappears. thi product is easi to use and the bag aren\'t hard to change. i would recommend thi to anyone."
409,Baby Trend Diaper Champ,My 8 year old yellow lab was able to get the top of the diaper champ off and get his head stuck in the canistar.  No one was home and he suffocated.  This could just as easily have happend to a small child.  There is no warning in the literature to prevent this type of horrible tragedy .,1,my 8 year old yellow lab wa abl to get the top of the diaper champ off and get hi head stuck in the canistar. no one wa home and he suffocated. thi could just as easili have happend to a small child. there is no warn in the literatur to prevent thi type of horribl tragedi .
410,Baby Trend Diaper Champ,I have no problems with my Diaper Champ.  It\'s great to be able to use regular diaper bags and I never have any problems with smell.  Definitely recommend,5,i have no problem with my diaper champ. it\' great to be abl to use regular diaper bag and i never have ani problem with smell. definit recommend
411,Baby Trend Diaper Champ,"We are first time parents but have friends who have young children. We always try to get out of spending the night at their house because the diaper pail in the spare bathroom smells so bad. We took a strangers advice (no one we knew believed in a diaper pail that didn\'t stink) and we purchased this product. We couldn\'t be happier. At first we used it for disposable diapers which worked fine, but we were worried about how it was going to hold up when we started using cloth diapers. Our baby is now 3 weeks old and we have been using cloth diapers for 2 weeks and the diaper champ is doing great....no smell, no hassle with bags, no hassle getting the bag out and to the laundry room.Someone else wrote that the product has a design flaw in that the diapers can get stuck in the top. We did run in to that once, it means the diaper champ is full and you need to empty it.",5,"we are first time parent but have friend who have young children. we alway tri to get out of spend the night at their hous becaus the diaper pail in the spare bathroom smell so bad. we took a stranger advic (no one we knew believ in a diaper pail that didn\'t stink) and we purchas thi product. we couldn\'t be happier. at first we use it for dispos diaper which work fine, but we were worri about how it wa go to hold up when we start use cloth diapers. our babi is now 3 week old and we have been use cloth diaper for 2 week and the diaper champ is do great....no smell, no hassl with bags, no hassl get the bag out and to the laundri room.someon els wrote that the product ha a design flaw in that the diaper can get stuck in the top. we did run in to that once, it mean the diaper champ is full and you need to empti it."
412,Baby Trend Diaper Champ,"I wasn\'t going to get a diaper disposal system because I knew I did not want a new baby and then worrying about making sure I had the proper garbage bags.  But, I found the Diaper Champ and love it!  It works well and I went to Costco and purchased enough bags to last until the babies in high school for under twenty bucks!",5,"i wasn\'t go to get a diaper dispos system becaus i knew i did not want a new babi and then worri about make sure i had the proper garbag bags. but, i found the diaper champ and love it! it work well and i went to costco and purchas enough bag to last until the babi in high school for under twenti bucks!"
413,Baby Trend Diaper Champ,"This is by far the best diaper disposal system we have found. You don\'t need any special bags - we usually just buy a roll of 35 13-gallon bags from Target for 99 cents. Usually the odor is not really a problem if you change the bags frequently, but if you don\'t have a chance to change the bags just put a poopy diaper in a  plastic grocery bag before throwing it in the diaper champ. Your odor problem will be solved.I would recommend this to everyone.",5,"thi is by far the best diaper dispos system we have found. you don\'t need ani special bag - we usual just buy a roll of 35 13-gallon bag from target for 99 cents. usual the odor is not realli a problem if you chang the bag frequently, but if you don\'t have a chanc to chang the bag just put a poopi diaper in a plastic groceri bag befor throw it in the diaper champ. your odor problem will be solved.i would recommend thi to everyone."
414,Baby Trend Diaper Champ,"We have been using our Diaper Champ for almost 14 months now and we are very happy with it.  It sits in the corner of our bathroom and we have never had any problems with odors at all (and we live in the damp and humid South, where odors of all kinds are generally rife).  It is easy to install and change the ordinary trash bags, easy to clean, and most important, easy to use one handed - just insert folded dirty diaper and flip the handle.  As the bag fills, you may need to flip twice to ensure that the weighted cylinder has completely pushed the diaper into the bag.  For the first 9 months or so, we only needed to empty this once a week.  Now that our son\'s diapers are a little larger, they take up more space, and we empty twice a week.  We have never had any problems with anything like loose wipes getting stuck (we always wrap them in the dirty diaper).  It is a bit difficult to get the unit open (the advice to take it slowly is sound), but now that our son is walking and exploring, I consider this a positive attribute!Update (March 2005): My son has been out of diapers for almost 2 years now, but the Diaper Champ hung in there till the very end - easy to use, no problems with odors, and one of the best bargains among all of the paraphernalia required for the modern baby :-)",5,"we have been use our diaper champ for almost 14 month now and we are veri happi with it. it sit in the corner of our bathroom and we have never had ani problem with odor at all (and we live in the damp and humid south, where odor of all kind are gener rife). it is easi to instal and chang the ordinari trash bags, easi to clean, and most important, easi to use one hand - just insert fold dirti diaper and flip the handle. as the bag fills, you may need to flip twice to ensur that the weight cylind ha complet push the diaper into the bag. for the first 9 month or so, we onli need to empti thi onc a week. now that our son\' diaper are a littl larger, they take up more space, and we empti twice a week. we have never had ani problem with anyth like loos wipe get stuck (we alway wrap them in the dirti diaper). it is a bit difficult to get the unit open (the advic to take it slowli is sound), but now that our son is walk and exploring, i consid thi a posit attribute!upd (march 2005): my son ha been out of diaper for almost 2 year now, but the diaper champ hung in there till the veri end - easi to use, no problem with odors, and one of the best bargain among all of the paraphernalia requir for the modern babi :-)"
415,Baby Trend Diaper Champ,"This is a wonderful product.  One suggestion to the manufacturer--the blue piece that holds the bag in place--perhaps the mouth of this could be made bigger so that an 8 gallon trash bag actually fills up completely before you need to take it out.  Right now, it\'s only about 1/2 to 2/3 full before we have to remove it.",5,"thi is a wonder product. one suggest to the manufacturer--th blue piec that hold the bag in place--perhap the mouth of thi could be made bigger so that an 8 gallon trash bag actual fill up complet befor you need to take it out. right now, it\' onli about 1/2 to 2/3 full befor we have to remov it."
416,Baby Trend Diaper Champ,"I did a lot of research before buying a ""diaper system"" (asked friends, read other reviews on amazon, consulted baby product guides, etc.).  There didn\'t seem to be a consensus on the best one out there.  However, I have been very happy with my Diaper Champ purchase - the stink is contained, the dirty diapers drop in easily and it uses regular kitchen bags (no special bags required like other systems).",5,"i did a lot of research befor buy a ""diaper system"" (ask friends, read other review on amazon, consult babi product guides, etc.). there didn\'t seem to be a consensu on the best one out there. however, i have been veri happi with my diaper champ purchas - the stink is contained, the dirti diaper drop in easili and it use regular kitchen bag (no special bag requir like other systems)."
417,Baby Trend Diaper Champ,"The best feature is that you can use your own garbage bags.  This makes the investment in a diaper pail a one-time occurance!!  The Diaper Champ works by using a piston-type chute.  You put the diaper in the chute, flip the handle, and the piston slide the diaper down into the bag below.  Nothing fancy...nothing to break!So far, it has worked great.  We change the bags 1-2 times per week.  Yes, it is stinky when you remove the bag, but what do you expect?!  We did put an sticky deodorant in the pail to help.  I agree with previous reviews...you still have to clean the thing!!When comparing to my sister\'s Diaper Genie, this is much simpler to use and costs much less over its lifetime.",5,"the best featur is that you can use your own garbag bags. thi make the invest in a diaper pail a one-tim occurance!! the diaper champ work by use a piston-typ chute. you put the diaper in the chute, flip the handle, and the piston slide the diaper down into the bag below. noth fancy...noth to break!so far, it ha work great. we chang the bag 1-2 time per week. yes, it is stinki when you remov the bag, but what do you expect?! we did put an sticki deodor in the pail to help. i agre with previou reviews...y still have to clean the thing!!when compar to my sister\' diaper genie, thi is much simpler to use and cost much less over it lifetime."
418,Baby Trend Diaper Champ,"This has been a fantastic diaper pail for us.  We went through a Diaper Genie with each of our first two children, and this third time, I\'m so glad we tried the Diaper Champ.  It has proven to be far better than the Diaper Genies.  Our baby is 7 months old now and eating solids, and the odors have not been a problem.  Not buying special bags has been great.  No twisting; no cutting; no blades to wear out.  Wish we\'d used this with our first two.",5,"thi ha been a fantast diaper pail for us. we went through a diaper geni with each of our first two children, and thi third time, i\'m so glad we tri the diaper champ. it ha proven to be far better than the diaper genies. our babi is 7 month old now and eat solids, and the odor have not been a problem. not buy special bag ha been great. no twisting; no cutting; no blade to wear out. wish we\'d use thi with our first two."
419,Baby Trend Diaper Champ,"As much as I hear you all on the Diaper Champ - it is fabulous - the SMELL factor is greatly reduced when you take the trouble to empty diapers into the lavatory first.  This is what you are SUPPOSED to be doing.  Feces should NOT go into landfills because they can carry bacteria and intestinal viruses which can filter into, and contaminate, groundwater and soils.  Very few people seem to realize this and it is disconcerting that so many people are posting about the wonderful smell reducing power of this contraption without realizing that they are using it INCORRECTLY!  Please be more conscientious!  Do your part and put the poop in the pot and help to preserve our precious planet for that little person whose bottom you are currently managing.",4,"as much as i hear you all on the diaper champ - it is fabul - the smell factor is greatli reduc when you take the troubl to empti diaper into the lavatori first. thi is what you are suppos to be doing. fece should not go into landfil becaus they can carri bacteria and intestin virus which can filter into, and contaminate, groundwat and soils. veri few peopl seem to realiz thi and it is disconcert that so mani peopl are post about the wonder smell reduc power of thi contrapt without realiz that they are use it incorrectly! pleas be more conscientious! do your part and put the poop in the pot and help to preserv our preciou planet for that littl person whose bottom you are current managing."
420,Baby Trend Diaper Champ,"Baby Luke can turn a clean diaper to a dirty diaper in 3 seconds flat. The diaper champ turns the smelly diaper into ""what diaper smell"" in less time than that. I hesitated and wondered what I REALLY needed for the nursery. This is one of the best purchases we made. The champ, the baby bjorn, fluerville diaper bag, and graco pack and play bassinet all vie for the best baby purchase.Great product, easy to use, economical, effective, absolutly fabulous.UpdateI knew that I loved the champ, and useing the diaper genie at a friend\'s house REALLY reinforced that!! There is no comparison, the chanp is easy and smell free, the genie was difficult to use one handed (which is absolutly vital if you have a little one on a changing pad) and there was a deffinite odor eminating from the genieplus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn\'t any added bulk around the sealing edge of the champ.",5,"babi luke can turn a clean diaper to a dirti diaper in 3 second flat. the diaper champ turn the smelli diaper into ""what diaper smell"" in less time than that. i hesit and wonder what i realli need for the nursery. thi is one of the best purchas we made. the champ, the babi bjorn, fluervil diaper bag, and graco pack and play bassinet all vie for the best babi purchase.great product, easi to use, economical, effective, absolutli fabulous.updatei knew that i love the champ, and use the diaper geni at a friend\' hous realli reinforc that!! there is no comparison, the chanp is easi and smell free, the geni wa difficult to use one hand (which is absolutli vital if you have a littl one on a chang pad) and there wa a deffinit odor emin from the genieplu we found that the quick tie garbag bag where the tie are integr into the bag work realli well becaus there isn\'t ani ad bulk around the seal edg of the champ."
421,Baby Trend Diaper Champ,"I find this product easy to operate.  With any diaper pail you will have odor, but folding the diapers up and using the sticky tabs on the diapers to keep the diaper folded will help keep odor away.  We bought 2, one for near the crib and one for the main floor.  BRILLIANT idea...didn\'t have to run up the stairs just to throw the diaper out.  Another helpful idea...put used diaper wipes in the diaper before folding the diaper up...otherwise the wipe will sometimes get caught in the slider and leave poopies on the pail.  How often did we have to empty it?  -  twice/wk when he was 0-3 months...once a wk after that.",5,"i find thi product easi to operate. with ani diaper pail you will have odor, but fold the diaper up and use the sticki tab on the diaper to keep the diaper fold will help keep odor away. we bought 2, one for near the crib and one for the main floor. brilliant idea...didn\'t have to run up the stair just to throw the diaper out. anoth help idea...put use diaper wipe in the diaper befor fold the diaper up...otherwis the wipe will sometim get caught in the slider and leav poopi on the pail. how often did we have to empti it? - twice/wk when he wa 0-3 months...onc a wk after that."
422,Baby Trend Diaper Champ,I decided to register for this diaper pail mainly because of the fact that it didn\'t require special bags.  My baby is now almost 6 weeks old and we are really happy with it.  You can use regular kitchen garbage bags and our nursery doesn\'t smell at all.  It\'s very easy to use.,5,i decid to regist for thi diaper pail mainli becaus of the fact that it didn\'t requir special bags. my babi is now almost 6 week old and we are realli happi with it. you can use regular kitchen garbag bag and our nurseri doesn\'t smell at all. it\' veri easi to use.
423,Baby Trend Diaper Champ,"I believed the reviews of this product, and bought it when my baby was an infant.  It worked very well while I was still breastfeeding, but once we started solid food, the smell was pretty bad.  Each morning when we went into his room, the whole place smelled like diapers.  Still, I resisted the diaper genie, because I didn\'t want to spend the money on the refills.  However, by 10 months, we had enough, and finally bought a diaper genie.  What a difference!!  The only time smell escapes is when we empty it.  To me, it is worth the price of refills not to have to put up with the smell.  If it is not worth it to you, just buy a regular garbage can--it will work just as well as the &quot;champ&quot;.",1,"i believ the review of thi product, and bought it when my babi wa an infant. it work veri well while i wa still breastfeeding, but onc we start solid food, the smell wa pretti bad. each morn when we went into hi room, the whole place smell like diapers. still, i resist the diaper genie, becaus i didn\'t want to spend the money on the refills. however, by 10 months, we had enough, and final bought a diaper genie. what a difference!! the onli time smell escap is when we empti it. to me, it is worth the price of refil not to have to put up with the smell. if it is not worth it to you, just buy a regular garbag can--it will work just as well as the &quot;champ&quot;."
424,Baby Trend Diaper Champ,If you dont want the baby room to smell bad and do not want to worry buying special bags all time. This is the product for you.,5,if you dont want the babi room to smell bad and do not want to worri buy special bag all time. thi is the product for you.
425,Baby Trend Diaper Champ,Easy to change bags.Stable when changing bags (others are not!!!) - won\'t topple over.REGULAR GARBAGE BAGSOne hand use.,5,easi to chang bags.stabl when chang bag (other are not!!!) - won\'t toppl over.regular garbag bagson hand use.
426,Baby Trend Diaper Champ,I love this diaper pale and wouldn\'t dream of trying anything else.  It is great that you can use regular trashbags and not have to buy expensive cartridges.  So far it has done great on containing the odor and I like how easy it is to use.,5,i love thi diaper pale and wouldn\'t dream of tri anyth else. it is great that you can use regular trashbag and not have to buy expens cartridges. so far it ha done great on contain the odor and i like how easi it is to use.
427,Baby Trend Diaper Champ,"Worth every single penny and then some! I orginally registered for the famous ""Diaper Genie"" but was so thankful that my mother-in-law purchased this one instead after doing some research of her own. No special bags needed so I can use my every day kitchen trash bags when I need to empty and virtually no smell from stinky diapers- you can\'t beat that! I am even thinking of purchasing one for my upstairs as well. Definitely the best one on the market.",5,"worth everi singl penni and then some! i orgin regist for the famou ""diaper genie"" but wa so thank that my mother-in-law purchas thi one instead after do some research of her own. no special bag need so i can use my everi day kitchen trash bag when i need to empti and virtual no smell from stinki diapers- you can\'t beat that! i am even think of purchas one for my upstair as well. definit the best one on the market."
428,Baby Trend Diaper Champ,"I got this for my daughter and I just think it\'s great. We have this in her room and I haven\'t smelled any ordors coming from it except for when you open it up to take out the bag. I also love the fact that you can use just regular bags. I know of someone that had a diaper genie and she still had a diaper in it from when her baby was born and she was about 2 months at that time. I\'ve found that when it starts getting alittle full just shake it to level the diapers out and you will be able to get more in there. I have also heard that some people put kitty litter at the bottom of the bag to help eliminate some of the odors, but I haven\'t had to try this yet. I would highly recommend this to anyone.",4,"i got thi for my daughter and i just think it\' great. we have thi in her room and i haven\'t smell ani ordor come from it except for when you open it up to take out the bag. i also love the fact that you can use just regular bags. i know of someon that had a diaper geni and she still had a diaper in it from when her babi wa born and she wa about 2 month at that time. i\'v found that when it start get alittl full just shake it to level the diaper out and you will be abl to get more in there. i have also heard that some peopl put kitti litter at the bottom of the bag to help elimin some of the odors, but i haven\'t had to tri thi yet. i would highli recommend thi to anyone."
429,Baby Trend Diaper Champ,"I have to say I really like the Diaper Champ, with one exception-it is definitely NOT always odor free.  I have had to put it in the bathroom now instead of the baby room, because smells from &quot;stinky&quot; diapers will seep out.  I think the best advice is to wrap the really smelly ones in a plastic bag before putting them in. Another word of advice-keep a can of Lysol next to it to spray when you throw a diaper away. It can also be hard to open-I\'ve broken several nails on it.  I\'ve only had it a few weeks (I\'ve been using it for my toddler\'s diapers until my new baby comes), and I\'m hoping that the latch on it loosens up a bit with opening and shutting. Otherwise, it\'s great that it holds more diapers, and it\'s SO much easier to put the diapers in it than the Diaper Genie I had.  I don\'t need two hands for it!",4,"i have to say i realli like the diaper champ, with one exception-it is definit not alway odor free. i have had to put it in the bathroom now instead of the babi room, becaus smell from &quot;stinky&quot; diaper will seep out. i think the best advic is to wrap the realli smelli one in a plastic bag befor put them in. anoth word of advice-keep a can of lysol next to it to spray when you throw a diaper away. it can also be hard to open-i\'v broken sever nail on it. i\'v onli had it a few week (i\'v been use it for my toddler\' diaper until my new babi comes), and i\'m hope that the latch on it loosen up a bit with open and shutting. otherwise, it\' great that it hold more diapers, and it\' so much easier to put the diaper in it than the diaper geni i had. i don\'t need two hand for it!"
430,Baby Trend Diaper Champ,"We are cloth diaper users and were attracked to the diaper champ because it said it could be used for cloth diapers and it keeps the smell in unlike other diaper pails. We were so disapointed to find out that it does not hold a full laundry load of diapers and cloth wipes. Some of our diaper covers also got stuck in the mechanism and I had to take it apart with a screwdriver to avoid ripping the cover. Mine is now in a closet and I\'m using a regular garbage pail. If you are planning to use cloth, this is not the pail for you.If your are using disposables, I think this pail would be great since you can wad them up into a tight ball. It doesn\'t stink except when you open it to change the liner and it takes regular bags.",3,"we are cloth diaper user and were attrack to the diaper champ becaus it said it could be use for cloth diaper and it keep the smell in unlik other diaper pails. we were so disapoint to find out that it doe not hold a full laundri load of diaper and cloth wipes. some of our diaper cover also got stuck in the mechan and i had to take it apart with a screwdriv to avoid rip the cover. mine is now in a closet and i\'m use a regular garbag pail. if you are plan to use cloth, thi is not the pail for you.if your are use disposables, i think thi pail would be great sinc you can wad them up into a tight ball. it doesn\'t stink except when you open it to chang the liner and it take regular bags."
431,Baby Trend Diaper Champ,"After reading the reviews and comparing with the diaper genie, I went with the diaper champ; mainly because it didn\'t require expensive refills. I love that i can use my own trash bags! I change the bags about 2 times/week and have not noticed any smells. I spray with lysol when changing the bags (hello, diapers are stinky and this still will require cleaning). Overall, highly recommend it!",5,"after read the review and compar with the diaper genie, i went with the diaper champ; mainli becaus it didn\'t requir expens refills. i love that i can use my own trash bags! i chang the bag about 2 times/week and have not notic ani smells. i spray with lysol when chang the bag (hello, diaper are stinki and thi still will requir cleaning). overall, highli recommend it!"
432,Baby Trend Diaper Champ,"I love the Diaper Champ. I fought with the Diaper Geanie throughout my first son. This is so much easier to use, the three year old has mastered it! Uses your own bags. Don\'t waste time with others.",5,"i love the diaper champ. i fought with the diaper geani throughout my first son. thi is so much easier to use, the three year old ha master it! use your own bags. don\'t wast time with others."
433,Baby Trend Diaper Champ,"I received the Champ at my baby shower, and continue to thank my sister for it. My son can really drop a load, and you would almost never know it once it is in the pail. We do basic maintenance, like cleaning it every so often and spraying Lysol to keep it fresh. We save SOOO much money buying 150 ct 13 gal garbage bags for about $5. My one suggestion would be to change the bags out more ofen then needed, though. It helps to keep the tunnel from getting stuck, and decreases the chance of unwanted oders leaking out. I highly recommend owning one. Good Luck!",5,"i receiv the champ at my babi shower, and continu to thank my sister for it. my son can realli drop a load, and you would almost never know it onc it is in the pail. we do basic maintenance, like clean it everi so often and spray lysol to keep it fresh. we save sooo much money buy 150 ct 13 gal garbag bag for about $5. my one suggest would be to chang the bag out more ofen then needed, though. it help to keep the tunnel from get stuck, and decreas the chanc of unwant oder leak out. i highli recommend own one. good luck!"
434,Baby Trend Diaper Champ,This is an excellent idea having the lid to dispose of diapers.There is no odor and extremely easy to use. Having one of these helps from needing to take out the trash daily for the guys!,5,thi is an excel idea have the lid to dispos of diapers.ther is no odor and extrem easi to use. have one of these help from need to take out the trash daili for the guys!
435,Baby Trend Diaper Champ,It is so easy to use. You never have to change any cartridges and you can use an ordinary garbage bag. I love it and we have never had any smell escape from it.,5,it is so easi to use. you never have to chang ani cartridg and you can use an ordinari garbag bag. i love it and we have never had ani smell escap from it.
436,Baby Trend Diaper Champ,"I love this diaper pail. Yea, if you let poopy diapers sit in it for too long and don\'t change the bag on a regular basis it will start to stink but  c\'mon its a bucket full of poopy diapers.As you child grows, or if you have older children watch out. The handle system fascinates  little ones and they find it amusing that they can put something in, flip it and it disappears,  which is good when it\'s a diaper, bad when it\'s,,, your keys.",4,"i love thi diaper pail. yea, if you let poopi diaper sit in it for too long and don\'t chang the bag on a regular basi it will start to stink but c\'mon it a bucket full of poopi diapers.a you child grows, or if you have older children watch out. the handl system fascin littl one and they find it amus that they can put someth in, flip it and it disappears, which is good when it\' a diaper, bad when it\'s,,, your keys."
437,Baby Trend Diaper Champ,"This diaper pail is great. It is the third one that I have tried. I just wish that I had it 4 years ago with my first child. It is very easy to use. You don\'t need special liners or refills. A regular garbage bag works fine. I had the Diaper Genie and it didn\'t keep odors out. The Diaper Champ doesn\'t totally keep odors away, but it works just as well if not better than the others I have tried. The diaper champ is very easy to use. You only need one hand to ""operate"" it. My 2 year old loves ""helping"" out and can independently use it.",4,"thi diaper pail is great. it is the third one that i have tried. i just wish that i had it 4 year ago with my first child. it is veri easi to use. you don\'t need special liner or refills. a regular garbag bag work fine. i had the diaper geni and it didn\'t keep odor out. the diaper champ doesn\'t total keep odor away, but it work just as well if not better than the other i have tried. the diaper champ is veri easi to use. you onli need one hand to ""operate"" it. my 2 year old love ""helping"" out and can independ use it."
438,Baby Trend Diaper Champ,"This is a great diaper disposal system, but from reading many of the negative reviews I think there are many individuals who did not bother to read the instructions. the bag goes through the hole in the blue retaining ring,  then gets folded over the retaing ring and locked in place, at no point should any of the bag be out side the pale and if the bag is put in place like a regular trash can it will not seal properly and you will probaly get a smell. I can not comment on the few reviews who had a seal falure for I have not had mine long enough.",5,"thi is a great diaper dispos system, but from read mani of the neg review i think there are mani individu who did not bother to read the instructions. the bag goe through the hole in the blue retain ring, then get fold over the reta ring and lock in place, at no point should ani of the bag be out side the pale and if the bag is put in place like a regular trash can it will not seal properli and you will probali get a smell. i can not comment on the few review who had a seal falur for i have not had mine long enough."
439,Baby Trend Diaper Champ,"I read many reviews about diaper disposals and decided on the Diaper Champ and am VERY glad I did!  I had only heard about diaper genie but had never used it until I was visiting my brother who had one.  Now that I have used both, I am even more certain that I like the diaper champ!  With the diaper genie, you have to push the dirty diaper low enough so you can then twist the lid (the whole diaper sausage thing).  I didn\'t know that until I used it.  YUCK!  Plus what a pain when you have a baby in your hand.  The diaper champ is much easier...put the diaper in the lid and then flip the lid from one side to the other.  Being able to use regular trash bags is what hooked me in but now that I have used it, I\'m sold!  There\'s no smell except for the brief moments when you change the bag.  Just keep a stick-up in the diaper champ, and you\'ll be fine!",5,"i read mani review about diaper dispos and decid on the diaper champ and am veri glad i did! i had onli heard about diaper geni but had never use it until i wa visit my brother who had one. now that i have use both, i am even more certain that i like the diaper champ! with the diaper genie, you have to push the dirti diaper low enough so you can then twist the lid (the whole diaper sausag thing). i didn\'t know that until i use it. yuck! plu what a pain when you have a babi in your hand. the diaper champ is much easier...put the diaper in the lid and then flip the lid from one side to the other. be abl to use regular trash bag is what hook me in but now that i have use it, i\'m sold! there\' no smell except for the brief moment when you chang the bag. just keep a stick-up in the diaper champ, and you\'ll be fine!"
440,Baby Trend Diaper Champ,"Let\'s face it.  This is a specially designed garbage can to hold human feces.  One cannot expect that it will be odor free.  Mine certainly isn\'t.  It is my fault, though.  If I emptied the bag more often, there would not be a stench.  But alas, I am lazy.  So when I do change the bag, I also spray some lysol.  Works for me.  I like it that you just have to flip the handle for the diaper to go bye bye.When I first got the product, I really hurt my finger trying to open the thing.  But that was my own fault.  I did not have it on the floor.  When opening the lid, step on the stabilizer ring at the bottom of the unit and it opens with ease.I too love that you do not have to buy special bags for this.  What a pain to have to remember to buy and then spend five bucks a pop on Genie bags.  Thanks, but no.All in all, I really like my Diaper Champ.  It\'s also taller than the genie which is good for me, I don\'t have to bend over so much to flip the lid.",4,"let\' face it. thi is a special design garbag can to hold human feces. one cannot expect that it will be odor free. mine certainli isn\'t. it is my fault, though. if i empti the bag more often, there would not be a stench. but alas, i am lazy. so when i do chang the bag, i also spray some lysol. work for me. i like it that you just have to flip the handl for the diaper to go bye bye.when i first got the product, i realli hurt my finger tri to open the thing. but that wa my own fault. i did not have it on the floor. when open the lid, step on the stabil ring at the bottom of the unit and it open with ease.i too love that you do not have to buy special bag for this. what a pain to have to rememb to buy and then spend five buck a pop on geni bags. thanks, but no.al in all, i realli like my diaper champ. it\' also taller than the geni which is good for me, i don\'t have to bend over so much to flip the lid."
441,Baby Trend Diaper Champ,"i love this diaper champ..not only does it save money on bags cause you use whatever brand you want it is bigger so it holds more and i havent had a smell come out of it!  My husband liked it so much he wants to buy another one for the den just for regular trash!!!  Another nice thing about it is you can put other items in it besides just diapers, and unlike the diaper genie you dont have to push down and smoush the diaper to get it in.  Wonderful item!!  (as you can tell i have use the diaper genie with my first child)  totally recommend the diaper champ!!!",5,"i love thi diaper champ..not onli doe it save money on bag caus you use whatev brand you want it is bigger so it hold more and i havent had a smell come out of it! my husband like it so much he want to buy anoth one for the den just for regular trash!!! anoth nice thing about it is you can put other item in it besid just diapers, and unlik the diaper geni you dont have to push down and smoush the diaper to get it in. wonder item!! (a you can tell i have use the diaper geni with my first child) total recommend the diaper champ!!!"
442,Baby Trend Diaper Champ,"This item is great, you can you any bags you want (unlike the diaper Genie)!!!!! It is great for the price!!!",5,"thi item is great, you can you ani bag you want (unlik the diaper genie)!!!!! it is great for the price!!!"
443,Baby Trend Diaper Champ,"The Diaper Champ is difficult to use and does not contain the smell at all!!  After you turn the handle to bring the diaper down, if there are more than a few diapers in there, it gets stuck and you have to turn it a few times to get it down.  It smells pretty bad after a day or two, and this is after cleaning it with Pine Sol AND letting it air out!!The only advantage is that you can use your own bags, but what good is that if you are constantly cleaning it and spraying Lysol??",2,"the diaper champ is difficult to use and doe not contain the smell at all!! after you turn the handl to bring the diaper down, if there are more than a few diaper in there, it get stuck and you have to turn it a few time to get it down. it smell pretti bad after a day or two, and thi is after clean it with pine sol and let it air out!!th onli advantag is that you can use your own bags, but what good is that if you are constantli clean it and spray lysol??"
444,Baby Trend Diaper Champ,"If you can love a diaper pail that is...  The Diaper Champ is EASY to use (one hand) and very sturdy.  No parts to break unlike the other leading brand.  It does a great job blocking odors and best of all, is compatible with ANY plastic bag.  Here\'s a tip:  Tie dirty diapers in grocery sacks before depositing into the Diaper Champ.  NO SMELL WHATSOEVER that way!",5,"if you can love a diaper pail that is... the diaper champ is easi to use (one hand) and veri sturdy. no part to break unlik the other lead brand. it doe a great job block odor and best of all, is compat with ani plastic bag. here\' a tip: tie dirti diaper in groceri sack befor deposit into the diaper champ. no smell whatsoev that way!"
445,Baby Trend Diaper Champ,"For my first born I purchased the Diaper Genie. It worked out well for the first 6 months. As the diaper sizes got larger the harder it was to get the diaper to fit. It would squish out the sides, making a horrible mess! So I purchased the wide mouth size. More $$! The larger diapers fit a little better, but the monthly cost of special Diaper Genie bags started adding up.With the birth of our second child, I refused to use the Diaper Genie. SO in a search for something better than a smelly garbage can in our baby\'s room, we found the Diaper Champ.The Diaper Champ out performed the Diaper Genie, not once was the diaper too large to fit in the top of the unit and it was cost effective because it uses your standard trash bags!On trash day, we would open the top pull out the old bag, tie it up, throw in a new one, and out to the corner for trash pickup.Ten years and 3 more kids later, this diaper pail is still the Champ in our house!",5,"for my first born i purchas the diaper genie. it work out well for the first 6 months. as the diaper size got larger the harder it wa to get the diaper to fit. it would squish out the sides, make a horribl mess! so i purchas the wide mouth size. more $$! the larger diaper fit a littl better, but the monthli cost of special diaper geni bag start ad up.with the birth of our second child, i refus to use the diaper genie. so in a search for someth better than a smelli garbag can in our baby\' room, we found the diaper champ.th diaper champ out perform the diaper genie, not onc wa the diaper too larg to fit in the top of the unit and it wa cost effect becaus it use your standard trash bags!on trash day, we would open the top pull out the old bag, tie it up, throw in a new one, and out to the corner for trash pickup.ten year and 3 more kid later, thi diaper pail is still the champ in our house!"
