name,review,rating
The First Years Massaging Action Teether,"Bought this based on the reviews. My daughter is an early teether at 3 months old. My only complaint is that she has a hard time activating the vibration by biting hard enough. This has allot to do with her age. I have to hold one of the corners for her to activate the vibration. She LOVES it, I only wish it had an on/off switch so I didn\'t have to hold it for her. She actually cries when I try to take it away from her.",4
The First Years Massaging Action Teether,My baby loves the vibrations on his teeth. He also shakes it like a rattle. This product is good quality.,5
The First Years Massaging Action Teether,I\'ve bought several teethers and this i one of the best ones. The vibration helps ease the discomfort and the colors make it also very interesting.,5
The First Years Massaging Action Teether,"I know it\'s a safety feature, but it is unfortunate that the batteries are not replaceable in this, because I will probably have to buy another one of these soon, because my little one LOVES this.  He seemed to hate all other teething options out there...even Sophie he had to learn to love (he\'s does like it now), but this he gnaws away on vigorously.The star shaped chewing part is a little big and that worried me a bit when I first got it, but it actually hasn\'t seemed to bother him that much.  So far (he got this at 5 months) he can\'t always make the vibration happen himself but, 1)It\'s not that difficult for me to just push down on it as I\'m holding it for him since I like how it calms him down and 2) even when it doesn\'t vibrate, he still loves to chew away at it.  He has learned over time a bit better about how hard to bite down to make it go too and that it will go by chewing on any of the three available &#34;tips&#34; to the star.He also really likes the little spinning rattle on the end and it has little nibs that he likes to chomp on too (even though it is hard plastic and the star is rubber like).  It is a &#34;substantial&#34;  toy though, so if your little one is in the phase of swinging toys around really hard, they may bonk themselves now and again, but our son seemed relatively un-phased by that.",5
The First Years Massaging Action Teether,I got this for my son when he was about 8 months. he loved bitting it and he carry it all over the house. He is now 18 months and it still works plus he still bits on it too. I found it very easy to clean too.,5
The First Years Massaging Action Teether,"This thing is big. Baby can grow into it. It really does help when I hold it and turn it on for him. If he isn\'t done with it he is sure to let me know. Which to me translates that he likes it. I\'m not sure how I feel about the sticky feeling plastic, seems unnecessary and everything sticks to it.",4
The First Years Massaging Action Teether,"If I can recommend one teether to buy for your teething baby, it would be this one. The vibration made it fun and it took the edge off for my little guy. The shape/handle made it really easy for him to hold. We never leave the house without this thing and it is the go-to gift I give to all my expecting friends.",5
The First Years Massaging Action Teether,"Baby loves this teether. Nice to have something different from all of the other teethers out there. The nice thing is that when she no longer wants it to vibrate, she still has fun the with handle the spins. Great product and it has lasted despite being thrown all around.",5
The First Years Massaging Action Teether,"I had bought a similar toy like this in the 90\'s for my daughter when she was teething and now she has children. I bought one for my grandson, then more recently this one for my granddaughter. Babies love the sensation it gives them when their front teeth are coming out and making them miserable. I believe it relieves them of some of their pain and I highly recommend any parent with teething babies to get this toy for them! It is a sturdy product and you don\'t have to worry about any little parts coming loose or damaged. My babies and grandkids abused theirs and it still took the beating.",5
The First Years Massaging Action Teether,"We have another vibrating teether that is very similar to this one, there are some differences though.This one is much softer on the outside which could be nice on tender gums.This one has 3 points that she can use to pin point the problem area.Each point has a different texture (bumps, ridges) so there is some varianceThis one seems like it is easier to activateI will say that I don\'t know if she favors one for the other.  It seems like she uses them both about equally.She also likes to play with it by making it vibrate on her hands, feet, cheeks etc.  We have had a lot of fun playing with it.It\'s a great find and I wish I had come across it sooner.",5
The First Years Massaging Action Teether,"This is great, my son loves it and it\'s pretty easy for him to hold he enjoys the vibrations when he chews on it.",5
The First Years Massaging Action Teether,A favorite in our house!,5
The First Years Massaging Action Teether,"I had this very teether for my twin boys 8 years ago and they absolutely loved it.  So, when my new baby started teething, I sought out the same teether.  I was surprised when it arrived and the packaging stated that the product is, ""safety tested"" for BPA, lead, and phthalates.  It does not state ANYWHERE on the package that it is BPA free.  As a former regulator (of medical devices) I am very sensitive about company labeling and statements.  Perhaps too much so.  But, I would rather err on the side of caution where my child is concerned, and the lack of clear ""BPA free"" labeling on this product gives me pause.  Specifically, when they test it for BPA, lead, and phthalates, is there an acceptable amount allowed?!  If not, why wouldn\'t the company simply label the product as BPA, lead, and phthalate free?Eight years ago, when I gave this toy to my sons, no one had ever heard of BPA.  My boys put all manner of plastic toys in their mouths, and I\'m sure it was all riddled with BPA.  But, in this day and age, when BPA is strongly suspected of being dangerous, I cannot in good conscience allow my new baby to chew on anything that MAY contain it.  And, though someone on this site indicated that a representative from the company TOLD them it was BPA free, I\'m still skeptical.  Again, why not label it as such?  Most companies proudly label their products with that simple language that cannot be confused.",2
The First Years Soft Teething Beads,"My son has had this teether since he was 3 months old. I thought maybe he\'s just too young & not interested in it(even though he did have 2 teeth already) He is now 8 months old, and still isn\'t very interested in this teether. The reason I bought it was because it was in-expensive and easy for him to hold & pick up. He would rather pick up a toy car, or some sort of stuffed toy, which I understand every child is different. My only big complaint - the star bead on the end. It is hard, and pointy. If it catches my son\'s sore, in-coming teeth the wrong way, he will cry. Other then that, the colors are great, and definitely catch baby\'s eye. Overall, it\'s an OK toy for the price.",3
The First Years Soft Teething Beads,"This teething ring is great!  We probably have enough toys to have our own toy store, including at least 2-3 of these teething rings! Our 10-mth-old baby loves to stick one of them in his mouth (like just one bead of it) and walk or crawl around with his hands free to hold other toys.  Our 7-mth-old, loves it too, with his favorite game being to simply have one of us sit it on his head and then wait for it to fall off when he moves.  He thinks it is hestarical.  It\'s amazing how much fun they can have with such a simple toy.",5
The First Years Soft Teething Beads,My daughter loves this and it keeps her happy for a long time.  It is also very easy to wash to keep clean as well.,5
The First Years Soft Teething Beads,"My baby loves to play with this during bath time! It\'s easy for her to hold, bite and play with!",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I bought this for my 8 week old daughter, we are planning a trip to Texas and did not want to take the heavy stroller...I tried her in the sling,she got very hot and because of that she got heat rash all over her face and neck (she was only in the sling for about 10 minutes)!!!! I did not like all the padding, it makes it to bulky! On top of all that it gave me a back ache!!If you are serious about a sling I would choose the Maya, it is a thinner material, and is not bulky at all. That is what I ended up buying, and my daughter loves it and so do I.",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I thought this would be an excellent item to have. I was wrong! This is the most cumbersome thing I own and my son sweats like crazy in it. There\'s no support for the baby\'s neck or back, and I always feel like he\'s about to fall out of it. Unless you\'ve got really strong shoulders or a feather-weight infant, you might want to skip the infant carrier thing completely. Save yourself time and money on this - I wouldn\'t buy it again!!",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"It is a little awkward at first, but I had an extremely premature baby who was too small for the traditional carriers, and needed to be held all the time.  I lived, cooked, did laundry, ate, and slept with this sling for 2 months.  Once my baby was bigger and needed to be held less I started using other carriers.  But now I\'m back to the sling because quite frankly, once you get the hang of it, its much, much easier to get baby in and out of it.",4
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I think the idea behind the sling is great but it is not for every baby.  Everytime our son is put in this he crys or screams.  He is an easy going fellow but he hasn\'t liked being held to closely.  He wants his freedom and this doesn\'t give much freedom to a newborn.  Also, the &quot;training&quot; video is more of a promotional advertisement.  I had to go to the web site to get more information about how to use it.",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,This is a great product but it is just too big for me. If you are 5\'5&quot; inch. and below please do not get this cause it will look like a sack on you.  My baby was terrified and looked uncomfortable in it. She cried everytime I put her inside. Practice makes perfect but eventually my baby &amp; I got tired of using this.,1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"After reading all the great reviews on the sling I decided to try one.  We both hated it. Maybe because I\'m 5\'1 and my son was eleven pounds when he was born made it more difficult. I kept trying to make it work for us but after 6 months I gave it up. I ended up giving it away. It\'s not one size fits all. If you\'re short, think twice on this.",2
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I used this sling for both of my babies, (0-&gt; 2.5yrs). We had a front backpack style which was good for about 3 months, until the weight of the baby started to make my back ache.The best thing about this sling, besides the fact that the kids loved riding in it, is that it folds up into a reasonably size bundle that fit in my diaper bag. So as the kids aged, and wanted to walk on their own I could just toss this carrier in the diaper bag for when they got tired. Also with the kid riding either in front or on your hip, they are very accessible, so that you can hand them something, like a bottle or a bit of food when you are on the go. (Say like walking around at the Zoo.)I must admit I liked the hip carry position best, it mimic\'s having my arm under their butt, and holds them close.Anyway its reasonably priced, you\'ll get your use out of it, (unlike the front only carriers, which as I mentioned aren\'t good for very long, or the backpack carriers, which while are good for that heavy load, don\'t pack up and so aren\'t with you when you need them.)",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,My Grandson is super fussy and I used this for my own son. Put my Grandson in this turned on the vacuum and he was out like a light! He looked just like he was back in the womb!Thank goodness I still had this as it is no longer available. What a great product!,5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"Every time I hear a parent say that they tried a sling, but baby hated it, or it was a pain, or they just ended up not using it, this was the sling they tried.  People who love their slings used a Maya Wrap, Over the Shoulder Baby Holder, or New Native sling.  All of which come in great fabric choices and are easy to use.",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I am the the mother of a 14 week old who has reflux and is uncomfortable sleeping in a crib or anywhere flat. She wants to be held *all* the time, and it was getting pretty exhausting in our arms (and my chronic tendonitis was flaring up) until we ordered the sling after reading about it in Dr. Sears\'s The Baby Book.  I had my doubts, but boy has it been a lifesaver!The sling has been invaluable for me, my husband, and our regular sitter. With it, we are able to walk, bounce, give the calming pinky finger treatment, and see what\'s going on with the baby. She started using the sling at 2 weeks, when she was about 7 pounds. It took a few times, but she is now completely comfortable in it and it is a favorite napping spot.As I am large-breasted, I did find it awkward to breastfeed in it, although I\'ve been able to do it successfully a couple of times in public sitting down.  The fabric is soft and easily washable (important for those baby mishaps).  The padding helps me feel comfortable as a bit of protection in case of bumping.  The size is very adjustable for different height people, although you may need to pull through a lot of fabric to bring small babies in tightly, especially if you have a smaller chest size.The NoJo sling would benefit from having some loose fabric at the end to cover the baby\'s head in the sun and provide more coverage during breastfeeding. The stopper piece of plastic at the end of the fabric adds safety (it won\'t pull through), however it can whack the baby if you aren\'t careful when getting it on or off.  It could also use a zippered storage area, a feature of some other slings.  Also, the blue with plaid seems to be the only fabric sold these days, although I have seen other patterns and colors on eBay.  This is fine with jeans, but not great when you have to go to a wedding, as I did with the sling earlier this summer. I think it also makes people think that she\'s a boy, for some reason.  Maybe it\'s the blue and the fact that they can\'t see her cute dresses!The sling is also helpful in keeping interested strangers at a slight distance away from the baby -- they are less able to grab at her, which I think is good from a germ perspective, especially for newborns. When it is very hot or humid out, this sling can be a bit heavy for the baby (especially up against a hot mama!), but on cooler days the fabric adds just the right amount of warmth, like a light blanket.When I was pregnant, I assumed the Baby Bjorn would be all we would need. Instead it hangs on a hook most of the time unless we\'re going for a long walk or shopping -- activities where having two hands is important and you\'ll be doing them for a while. That thing is so hard to get on and off! Plus, you aren\'t supposed to use it until they are 8 lbs. The baby seems to really like the flexibility of positioning with the sling -- especially curling up happily in a womb-like ball -- and sometimes gets irritated by being all dangled out in the Bjorn.Carrying the baby in the sling makes you so much more mobile than using a stroller or lugging her around in her heavy carseat, so I use it whenever I anticipate being in public where they are stairs, space issues, or other impediments.  It\'s good for short shopping trips as well, especially if you\'re with a friend who can carry things or push a cart, both of which are harder to do with the sling on.She\'s also a million times more comfortable in the sling than in her car seat, where she often cries.  Our NoJo Babysling has been in constant use since it arrived, and ties the bouncy seat (where she mostly sleeps by day) as the best return on investment of any of the baby gizmos we bought.  Our sitter will often wear the baby for her entire nap. The sitter just sits (often in a rocking chair or porch swing to provide some more movement) and reads while the baby sleeps.One last thing that\'s great is that when the baby falls asleep, she can be laid down on the bed or bouncy chair and the sling just slips off the wearer without waking the baby.I did not watch the video, but did read the sling chapter in the Baby Book, which was helpful. We have recently started using the kangaroo (facing out) position as the baby loves looking at the outside world now. It\'s nice to have this sort of flexibility.  If you are getting tired carrying around your baby, and would like an extra hand free, a sling is a great investment and while not the most elegant, the NoJo is a good workhorse one to use on a daily basis.",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I love Dr. Sear\'s books, but this baby sling is much too large!  I am a slightly small framed 5\'5"" woman.  My 6\'5"" husband wears this sling just fine.  But, for a sling to work for YOU, it MUST FIT properly!  I finally bought a sling that fit me when my son was over 1 year old.  I couldn\'t believe what a difference it made and felt so sad that I hadn\'t tried a different sling sooner. My son loves sitting in it on my hip and brings it to me whenever I am working in the kitchen. Try the Rosado sling or any other brand that comes in sizes and buy the size that fits your body!  You will really be able to enjoy the baby wearing experience that Dr. Sears recommends so highly!",2
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I think slings are some of the most useful items for babies. They make nursing so easy, even while walking around on the street or in a busy store. I love the Sears Library, so I thought the Sears NoJo sling would be great. While I did use it for a long time, and would still recommend it over a front or back carrier (at least for the first few months), I found that this sling was difficult to adjust and my baby seemed to disappear in the first month or so. For small babies I prefer a sling with no railings, and more adjustable. The New Native sling and many others offer this. I would shop around online, there are many better slings than this.",3
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"We purchased the Babysling when our daughter was 2 weeks old.  I was looking for a baby carrier that I could wear while nursing her that would be comfortable and discreet.  Initially, I found the sling very awkward to use.  I wasn\'t able to master nursing her in the sling until she was 2-3 months old.  However, as a carrier the babysling was great from the beginning.  Our daughter was colicy, and being able to put her in the sling all cozied up to either myself or my husband, hands free, was a God send.  This calmed her 90% of the time.  As the months went by, being able to wear her in the sling enabled me to get housework done without baby crying to be picked up - she was already up, and was able to be &quot;involved&quot; in my daily activities this way.There are many different ways to wear your baby in the sling, and that versatility has made it one of the best baby product purchases we made.  Our daughter is now 2 1/2 (30+ lbs.), and when she\'s having a rough &quot;toddler day&quot; will still occasionally ask for the sling.Be patient with the sling.  Practice with it, and if you can, find a friend who has used one successfully.  Dr. Sears also has a whole chapter on using a sling (any sling, not just this brand) in his book The Baby Book - great photos in there to help get the hang of things.One last remark... I have a friend who tried this sling and was unable to get it tight around her body (she\'s very petite).  There are other brands of slings (Maya Wrap, Over the Shoulder Baby Holder) that come in multiple sizes that might allow for a more customized fit.",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"This sling is the third baby carrier I purchased, when the first two highly-promoted products were too uncomfortable.  My son was a premature baby who needed to be carried a lot for the first few months.  After we purchased this sling, my son basically lived in it!  The variety of cozy positions were perfect for his needs, and the sling fits so comfortably on both my husband and me that we don\'t even feel the weight of the baby when he\'s in it.  In fact, the weight of the baby is so evenly distributed that you don\'t develop the shoulder strain or lower back sway that other products gave us.  We would recommend this sling to anyone with a newborn or premature baby, and we continue to use it now that our son is a big 6-month old baby.  Buy it!",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I got a regular carrier as a gift and I hated it! The baby would slide down in it, even though it says its for newborns. I have two other children and had to attend open house at two different schools. The first open house I had the baby in the carrier and it was awful. I ended up taking the baby out of it. My breastfeeding consultant told me about the sling an I went out and brought it right away. It is the best thing I could have ever got for myself and baby. The second open house was so much easier. The baby just bald up like in my womb and slept for the whole two hours. It was also great because I had both hands free to meet and greet the teachers. It comes in handy for breastfeeding discretly in public which for some moms is a must. The baby would sometimes get upset when taken out of the sling. I would recommend the sling to every mom every where!!!!!!",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"My neighbor had the Nojo and liked it so I was going to get one too. I tried hers, but I couldn\'t get it tight enough so my baby hung down too low which didn\'t seem safe and hurt my back. I thought I could order a different size, but found it only comes in one size. I then read all the reviews here and followed someone\'s advice and ordered a from babymoon slings. It fit me better (I\'m petite) and was a lot easier to use (and prettier!). I think it makes a big difference to get a sling that\'s not bulky and comes in sizes - I don\'t get why they use so much padding in the nojo, it makes it really hard to use with a newborn compared to other slings.",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I have four children and have seen the benefits of the sling first-hand in varied situations.  My first was very small, and as a newborn, I thought he seemed lost in the sling so I exchanged it for a front-pack carrier.  Now I know that you can put a blanket or such in the sling to help cradle a newborn more securely.  It was a lost opportunity for us.  With the arrival of my second child, I decided to give it another try, as many of my friends raved about theirs and I\'d need my hands free for my first child still.  I found the sling to be great for nursing, and afforded me privacy when I had to do so while out and about as I could pull the sling\'s fabric right over the baby and cover us both.  For a tired baby, it is much more conducive to sleeping than an upright carrier, and you can slip out of it and lay the baby down while still in the sling, if necessary.  My third child was (and still is) very cuddly, and enjoyed being next to me.  Since a mom\'s arms tire after a while, I found the sling a great way to incorporate baby into my routine without wearing myself out.  My fourth child turned our world upside-down with a very colicky start.  The &quot;insert-in-sling-and-go&quot; method was the only way to settle him down.  I could nurse, cook supper, do whatever I needed to do while keeping him close and moving, which was the key.  He learned to relax and even sleep while I was doing all sorts of things and making quite a racket at times.  Now at nearly three, he\'ll fall asleep while I\'m driving and I can take him into the house, remove his coat and shoes, then carry him upstairs to bed without disturbing him.  I believe his learning to relax and sleep in the sling with so much going on around him has helped him in this area, too.  Most of all, it is just nice to have that close time with your little one in the sling, even if you are busy with other things to do.  I can\'t promise miracles, but this sling has been a crucial part of our early parenting and I recommend it highly!",5
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I bought this babysling after reading about it in Dr. Sears\' book.  My daughter was 2 months old and fussy!  Nothing seemed to work.  I was desperate!  Since the babysling was adjustable I thought it would fit all body types...not!  I am of average height but on the slimmer side.  It gave me alot of shoulder and back pain.  I rate this a one star because I found one use for it...I use it tied around my torso to carry my daughter on my back with the slight support of my hands. Back carrying is a bit tricky so don\'t try it alone!  I think baby slings are great but not this one is not for me.  If you are slimmer than average, try the New Native baby carrier.  It\'s portable and comes in different sizes.",1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,I disagree with all of the reviews that say one size does not fit all. My Husbad is 6&quot;4 I am small frame 5&quot;2 and all we had to do when switching was move the adjustment. It was quite easy. We bought this after having the others. But they spread our daughter legs too far and she wanted to lie down at times not sit up. It was great because she could sit or lie down. And when she was very fussy it was the only way to get her to sleep. We then just slipped it off and put her down. IT was Great! Now that she is older I no longer use it but it was such a life saver I could not bring myself to get rid of it.  I not only recomend this but Dr. Sears book to anyone who has a fussy baby.,5
"Arm\'s Reach Co-Sleeper Original Bassinet, Solid Toffee","I love the idea of the co-sleeper. I\'ve seen some other concept designs by other companies and I hope they follow through with them. Arm\'s Reach has a bit of a monopoly on the co-sleepers right now. My little one hasn\'t arrived yet, so I haven\'t actually used it yet. Assembly is REALLY confusing. I don\'t know what happened to my paper instructions, but I can\'t find them. Luckily, there are some on the AR web page. But it is still so confusing.For those of us who are ardent Attachment Parenting, this is ideal. My older son, 15 months old, is still in bed with us and this Arm\'s Reach will give us the extra space for two little ones. We used the Snuggle Nest when our older boy was a small infant and that worked great. With two though, I wanted to keep the older away from the younger while they slept but still near us.If attachment parenting is a new concept for you, I strongly encourage you to read as much as you can online. Arm\'s Reach co-sleeper is a great way to co-sleep without the fear of suffocation.",4
Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet,I would recommend getting cheaper sheets made for a playpen. These started unraveling after one wash! Not worth the money.,2
Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet,"This is a must for anyone who is buying the Co-Sleeper, it adds comfort and you can easily clean the surface your little one is sleeping on buy simply switching out he sheets. The Co-Sleeper comes with one, but in the middle of the night it is much easier to switch a sheet than have to wait for the other to finish washing.",5
Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet,love having her so close!!!!!!  allows for good interaction & easy reach for breast feeding,5
Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet,"We love this full sized co-sleeper that can attach to your bed, stand alone as a bassinet, & later be a full sized pack n play. We use it as a co-sleeper & the pockets on the outside are great for all of our diapering needs.",5
Arm\'s Reach Original Co-sleeper 100% Cotton White Sheet,hope these work  glad to have found this product  not an easy task  hope they last  a long time and are durable,5
Sassy Busy Bugs Bar,"This is a horrible product - because the base of the bar is round, it doesn\'t attach properly to a stroller, and it keeps sliding forward or back, thus losing all the snacks in the cup.  They need to redesign it with a flat base.  There is one company that has one with the flat base - it\'s made by Kids11, Inc -and my daughter LOVES IT!  Don\'t waste your money on this one - you, and your little one will just be frustrated!",1
Sassy Busy Bugs Bar,"This toy was a waste of my money.  It did not fit on my stroller without some modification and even then, it didn\'t stay put.  It would not stay upright when my daughter played with it.  And it had a removable piece in it.  Needless to say, it was not a piece my daughter at the time knew how to put in and out.  And on top of that, she decided that she\'d rather play with the removable plastic piece than the toy itself!  Also, my stroller would not fold up with this on (oh yea, my stroller is a name brand stroller too).  I would have to remove it everytime i folded it up.  Needless to say, I did that about twice and then tossed the toy in the trash.",1
Sassy Busy Bugs Bar,If you have problems with Sassy paint please call the CPSC.  1-800-638-2772.  Let\'s get on top of companys that feed our kids paint.,5
Sassy Busy Bugs Bar,"A friend of mine gave me a stroller she wasn\'t using anymore and the toy bar, my Daughter hasn\'t been able to stand a stroller since birth (she\'s 6 months old now) and when i put her in this, the toys keep her amused for longer than 10 minutes so I can actually walk around a mall and not be carrying her while i\'m pushing a empty stroller! I had no idea the ladybug on it was a snack holder, I wouldn\'t be putting anything in there, The stroller I have the Tray comes off so I just put the toy on it without the tray. but it the straps do loosen up on it, so I am every once in awhile Straightening it.I do reccomend the toy to anyone who has a baby like my daughter! i\'m very happy with the toy!",5
Sassy Busy Bugs Bar,"I bought this toy for my son when he was able to sit in his stroller.  I to have the Quattro Tour travel system and although I can make it fit by tighting the velcro staps it never stays straight.  I always have to keep spinning the toy around so my son can reach the toys.  Also, two of the pieces already broke off of the bar within two weeks of having it.  I give this product 3 stars because my son did like to play with it but, thats really the only good thing.",3
Sassy Busy Bugs Bar,"I bought this on a whim to keep my 4 month old happy in his stroller.  Otherwise, I would be holding him while pushing the stroller!  Well - he is now 9 1/2 months old and STILL loves it!  He bites on the wings of the bee and chews on the bug attached with fabric.  He doesn\'t ever seem to tire of this toy and I\'ve been on marathon shopping sessions with him lasting a few hours!!  I would recommend this to everyone as one of the must haves for under 12 months!",5
Sassy Busy Bugs Bar,"I bought this for my son when he was 4 months. He is now 11 months and is not that enthused with it anymore. I liked this product because of the bright colors and the variety for him to play with. It is a very good toy, but my son doesn\'t have much interest in it. Nothing at all wrong with the toy, I would recommend it to anyone.",4
Sassy Busy Bugs Bar,This toy is very cute and I personally love Sassy products but I found this to be a hazard as well as a waste.  First of all the butterfly hits my children in the face and has hurt their mouth as well not to mention it does not fit properly on a stroller.,1
Sassy Busy Bugs Bar,"This toy is so nice to have if you use your stroller a lot. My baby has loved playing with this and I have even given this as a gift. The only thing that I did not like was that the cup that is the bugs legs, comes out. That is great for cleaning but if the baby takes it out, it can become yet another thing to keep track of during your ever so busy outings. Overall, this is a great and cute idea and gives some added fun for babies stroller time.",4
Sassy Busy Bugs Bar,"We have this stroller bar and it ABSOLUTELY fits on the Graco strollers!  We have the Graco Quattro Tour system and this toy bar has been on it since we took my son out of the car seat carrier.  You need to put the velcro on off to the side and then slide it on to the main section of the snack tray.  It takes maybe 1-2 minutes to attach and then you never need to touch it again.  My son loved to look at it when he was 4 months and loves to play with it now that he is one year old.  The only complaint that I have about this toy is that the snack cup bug comes with an insert that is supposed to look like legs when the cup is closed.  It tends to fall out so i just took it off the toy.  Other than that, this is a great product and will occupy your child during long stroller trips.",5
Sassy Busy Bugs Bar,Baby loved this but the only problem is the straps that tie it to the stroller are not big enough for some trays. Due to this my first one came un-sewed and I had to buy another one and the same thing happened again.,3
Sassy Busy Bugs Bar,"Once my daughter started teething, the paint started coming off &amp; it was only when we found some on her lip that we realized.  We have not used it since &amp; had only been using the bar for a couple of months.I worry about such things as \'paint eating\' &amp; consider the possible risks to be too concerning to rate this product any higher than 1*.Best wishes.",1
Baby Trend Diaper Champ,"Ok - newsflash.  Diapers are just smelly.  We\'ve had this pail for 2.5 years now.  It was our first and primary one.  There were no major smell problems until after one year, when our son started eating solids.  Also, we change the bag twice weekly as 3 days is about the max for smell-containment.  Around 20-22 months we started shopping for a container that would be less smelly and didn\'t find one as good.  (We have a cheaper one upstairs which broke immediately and always stunk!)  We finally just put the Diaper Champ in the attic a few months ago and use the cheap one with the flip-up lid - mainly since the cheapo fits inside the cabinet and we didn\'t notice a big difference in smell-control.  (The most helpful action is to tie the dirty diapers inside a small plastic bag before putting them in the pail.)A couple of our friends have this pail and were pleased until the children started eating solid food and things got stinkier - but that\'s pretty much the consensus according to many reviews on the different pails.  I\'ve knocked off a star since the mechanism isn\'t that intuitive (to grandmothers and babysitters, at least) and it frequently gets stuck when the bag starts getting full.  Plus there are some smell issues, as with any pail.  However, the fact that you can use regular trash bags is so much more convenient!",4
Baby Trend Diaper Champ,"This is a good product to start and very easy to use.  But as baby gets older and begins solid foods, it is not effective as an odor controlling pail.  It is simply a place to put dirty diapers.  My daughter is now 10 months old and we had to remove the Diaper Champ from her nursery because it smells too bad.",3
Baby Trend Diaper Champ,"My husband and I selected the Diaper ""Champ"" mainly because you can use ordinary trash bags and not be roped into buying the specialty refill bags, and it was moderately priced (a little less than the Diaper Dekor). It also seemed that the reviews of this product were generally more positive...The positives are:1. You can use any trash bag2. Easy to use and refillThe negatives are:1. The bag doesn\'t seal around the dirty diapers, so when it comes time to refill the bag, it\'s just like opening a regular trash can. Smells like the Champ is trying to knock YOU out with odor!2. The plastic seems to smell, ie. You put a dirty diaper in the hole, and flip the handle to dump the diaper into the champ. That ""side"" of the plastic dumper-thingie is in contact with the air inside the dirty diaper changer, so when you flip it over the next time to dispose of another diaper, you smell the last 8 diapers you put in there...pretty gross.3. The ""odor seal"" (some soft material) really seems to retain odor. It cannot be washed or replaced, so after a while, the Diaper ""Champ"" smells even when freshly washed and deodorized (I\'m talking about hosing down outside and scrubbing with Clorox cleanser!). Super-frustrating! This is my primary complaint.Okay, so some things are a given as far as disposal systems go (ie. *some* odor, must empty frequently, must wash and disinfect occasionally), but still I think this product leaves much to be desired.We\'re going to try another disposal system.",1
Baby Trend Diaper Champ,Excellent diaper disposal unit.  I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).  I am soooo pleased with this product!!! A wise investment for the pocketbook & for the nose!!!,5
Baby Trend Diaper Champ,"We love our diaper champ.  It is very easy to use just drop the diaper in and flip the top over.  No need to stick your hand inside.  No hint of an odor, even when you are putting another dipaer in.  When it gets full, just put in a new trash bags.  The best feature of all is that even the most curious little ones can\'t get into the diapers.  Before we found the diaper champ, we had another diaper pail and our son learned to open it and pull the diapers out.  That is no longer a problem!!",5
Baby Trend Diaper Champ,"Two girlfriends and two family members put me onto this diaper pail.  They each had tried the Diaper Genie and had horrible results with eventual smells, and costliness of buying proprietary DG cartridges.  My family members eventually started bringing every dirty diaper out to the trash and leaving just wet diapers in the DG, that is until they found out about the Diaper Champ!Wow, what a difference, it seals in orders very well and using normal 8 - 13 gallon trash bags makes it economical.  The ease of use factor is amazing, drop a dirty diaper in the hole, grab the handle, give it a flip, the plunger pushes the diaper down and it drops into the can with a little gravitic help.No wrenching, turning, fighting a cartridge bag system.Opening it for the first time was a little hard, but look at that from a child\'s point of view, a toddler is not going to get into it, and neither is a dog.  Also, it needs to be away from the wall a little bit, so that it\'s flip top access lid locks into place and doesn\'t plop back down, but when engaged, the top will stay open so you can get at the bag of diapers within without having it fall onto your hand.We keep a little can of Oust nearby, spritz it before opening the top, grab the bag at it\'s neck to close off stinky odors, lift it out, twist it at the top and secure it with a twist-tie, and away we go to the garbage can.  And we take antibacterial wipes and run them around in the plunger area on both sides, voila, it\'s clean.At 3 months, we change the bag about 1 - 2 times a week.  Maybe as baby grows into larger diapers it will be more like 2 - 3 times a week.Still, that\'s better than taking every dirty diaper (8 or more a day) outside to the garbage can, especially in a Minnesota winter.",5
